Publication date,Sub-fund,Format,Page,search name,Investee company legal name,Financial instrument,Nominal/Quantity,Market value,Market value in EUR,Associated banking group,OHCHR25/UN/2025-09-26,OHCHR23/UN/2023-06-30,UNSR_OPT/UN/2025-01-01,DBIO/NGO/2024-01-01,BR_SOY_DEFOREST_3K/TRASE.EARTH/2022-01-01,TEST/FREEPORTS/2025-01-01
 2024.12.31,MULTI-STRATEGY GROWTH,AMUNDI-EN24,332,Microsoft,Microsoft Corp.,EQUITY,3277219.0,8019.0,8019.0,Unicredit,0,0,1,0,0,1
 2024.12.31,MULTI-STRATEGY GROWTH,AMUNDI-EN24,332,NVIDIA,NVIDIA Corporation,EQUITY,4466592.0,34001.0,34001.0,Unicredit,0,0,0,0,0,1
 2024.12.31,MULTI-STRATEGY GROWTH,AMUNDI-EN24,335,Volvo Car Corp,Volvo Car Corporation,BOND,502145.0,500000.0,500000.0,Unicredit,0,0,1,1,0,1
 2024.12.31,MULTI-STRATEGY GROWTH,AMUNDI-EN24,335,Volvo Car Corp,Volvo Car Corporation,BOND,703220.0,700000.0,700000.0,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH EUR,AMUNDI-EN24,344,Volvo Car Corp,Volvo Car Corporation,BOND,2298568.0,2297000.0,2297000.0,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH EUR,AMUNDI-EN24,344,Volvo Car Corp,Volvo Car Corporation,BOND,4410373.0,4400000.0,4400000.0,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH EUR,AMUNDI-EN24,344,Volvo Car Corp,Volvo Car Corporation,BOND,6505222.0,6500000.0,6500000.0,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH EUR,AMUNDI-EN24,345,Carrefour,Carrefour SA,BOND,14983741.0,15000000.0,15000000.0,Unicredit,0,0,0,1,0,1
 2024.12.31,CASH USD,AMUNDI-EN24,347,International Business Machines,International Business Machines Corp.,BOND,20028052.0,20000000.0,19251131.0,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH USD,AMUNDI-EN24,347,Caterpillar,Caterpillar Inc,BOND,10009782.0,10000000.0,9625565.5,Unicredit,0,0,1,1,0,1
 2024.12.31,CASH USD,AMUNDI-EN24,348,HD Hyundai,HD Hyundai Co. Ltd,BOND,49853610.0,50000000.0,48127827.51,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028,AMUNDI-IT24,105,HD Hyundai,HD Hyundai Co. Ltd,BOND,355000.0,97.533,97.53,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028,AMUNDI-IT24,105,Expedia,Expedia Group Inc,BOND,315000.0,100.059,100.06,Unicredit,1,1,0,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028,AMUNDI-IT24,106,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,EQUITY,12352.0,21.4,21.4,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028 DUE,AMUNDI-IT24,133,HD Hyundai,HD Hyundai Co. Ltd,BOND,431000.0,96.411,96.41,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028 DUE,AMUNDI-IT24,133,CNH Industrial,CNH Industrial NV,BOND,434000.0,95.059,95.06,Unicredit,0,0,0,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE EQUITY QUALITY 2028 DUE,AMUNDI-IT24,134,Expedia,Expedia Group Inc,BOND,384000.0,100.102,100.1,Unicredit,1,1,0,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE FOOD & AGRIBUSINESS 2028,AMUNDI-IT24,210,International Business Machines,International Business Machines Corp.,BOND,360000.0,90.439,90.44,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE FOOD & AGRIBUSINESS 2028,AMUNDI-IT24,210,Carlsberg Group,Carlsberg Group AS,BOND,350000.0,91.436,91.44,Unicredit,0,0,0,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE HEALTHCARE 2027,AMUNDI-IT24,340,HD Hyundai,HD Hyundai Co. Ltd,BOND,395000.0,96.411,96.41,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE HUMAN TRENDS 2025,AMUNDI-IT24,365,Blackrock,Blackrock Inc,EQUITY,28070.57,14.95,14.95,Unicredit,0,0,0,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE HUMAN TRENDS 2025 DUE,AMUNDI-IT24,392,Blackrock,Blackrock Inc,EQUITY,63976.18,14.95,14.95,Unicredit,0,0,0,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INFRASTRUTTURE GLOBALI 2026,AMUNDI-IT24,446,Caterpillar,Caterpillar Inc,BOND,600000.0,96.854,96.85,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INFRASTRUTTURE GLOBALI 2028 DUE,AMUNDI-IT24,527,HD Hyundai,HD Hyundai Co. Ltd,BOND,137000.0,96.411,96.41,Unicredit,0,0,1,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INFRASTRUTTURE GLOBALI 2028 DUE,AMUNDI-IT24,527,CNH Industrial,CNH Industrial NV,BOND,138000.0,95.059,95.06,Unicredit,0,0,0,1,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,558,Amazon,Amazon.com Inc,EQUITY,7958.0,221.3,221.3,Unicredit,0,0,1,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,558,NVIDIA,NVIDIA Corporation,EQUITY,9213.0,137.49,137.49,Unicredit,0,0,0,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,558,Microsoft,Microsoft Corp.,EQUITY,2906.0,424.83,424.83,Unicredit,0,0,1,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,558,Alphabet,Alphabet Inc,EQUITY,6436.0,191.24,191.24,Unicredit,0,0,1,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,558,Apple,Apple Inc,EQUITY,3593.0,252.2,252.2,Unicredit,0,0,0,0,0,1
 2024.12.30,AMUNDI ACCUMULAZIONE INTELLIGENZA ARTIFICIALE 2029,AMUNDI-IT24,559,Booking Holdings,Booking Holdings Inc,EQUITY,66.0,4990.87,4990.87,Unicredit,1,1,1,1,0,1
 2024.12.31,GLOBAL EQUITY ESG IMPROVERS,AMUNDI-EN24,24,Bunge Alimentos S/A,Bunge Alimentos S/A,EQUITY,3409260.0,43849.0,42207.14,Unicredit,0,0,0,0,1,0
