ID,Company,Matched company,Subfund,Nominal/Quantity,Market value,Currency,% net assets,Acquisition cost,Acquisition currency,Format,Document,Financial instrument,Report page
1,Bunge Alimentos S/A,BUNGE GLOBAL LTD,GLOBAL EQUITY ESG IMPROVERS,3409260.0,43849.0,USD,0.0105,,,AMUNDI-EN24, 2024.12.31,EQUITY,24
